source	asserted_behavior	scope	subsystem	js_test_or_reason	status	rationale
pdfjs/test/test_manifest.json#bug946506-text	bug946506-text; file=pdfs/bug946506.pdf; type=text; rounds=1; pages=1-1	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#bug951051	bug951051; file=pdfs/bug951051.pdf; type=load; rounds=1; linked; pages=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#bug956965	bug956965; file=pdfs/bug956965.pdf; type=eq; rounds=1; linked; pages=33-33	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#cable	cable; file=pdfs/cable.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#calgray	calgray; file=pdfs/calgray.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#calrgb	calrgb; file=pdfs/calrgb.pdf; type=eq; rounds=1; pages=8	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#ccitt_EndOfBlock_false	ccitt_EndOfBlock_false; file=pdfs/ccitt_EndOfBlock_false.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#ccitt_EndOfBlock_false_nowasm	ccitt_EndOfBlock_false_nowasm; file=pdfs/ccitt_EndOfBlock_false.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#checkbox-bad-appearance	checkbox-bad-appearance; file=pdfs/checkbox-bad-appearance.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#cid_cff	cid_cff; file=pdfs/cid_cff.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#clippath	clippath; file=pdfs/clippath.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#close-path-bug	close-path-bug; file=pdfs/close-path-bug.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#cmykjpeg	cmykjpeg; file=pdfs/cmykjpeg.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#cmykjpeg_nowasm	cmykjpeg_nowasm; file=pdfs/cmykjpeg.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#colorkeymask	colorkeymask; file=pdfs/colorkeymask.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#colorspace_atan	colorspace_atan; file=pdfs/colorspace_atan.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#colorspace_cos	colorspace_cos; file=pdfs/colorspace_cos.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#colorspace_sin	colorspace_sin; file=pdfs/colorspace_sin.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#complexttffont-pdf	complexttffont-pdf; file=pdfs/complex_ttf_font.pdf; type=load; rounds=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#ContentStreamCycleType3insideType3	ContentStreamCycleType3insideType3; file=pdfs/ContentStreamCycleType3insideType3.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#ContentStreamNoCycleType3insideType3	ContentStreamNoCycleType3insideType3; file=pdfs/ContentStreamNoCycleType3insideType3.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#decodeACSuccessive	decodeACSuccessive; file=pdfs/decodeACSuccessive.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#delete_freetexts	delete_freetexts; file=pdfs/freetexts.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#devicen	devicen; file=pdfs/devicen.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#doc_actions	doc_actions; file=pdfs/doc_actions.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#ecma262-pdf	ecma262-pdf; file=pdfs/ecma262.pdf; type=load; rounds=1; linked	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#endchar	endchar; file=pdfs/endchar.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#extgstate	extgstate; file=pdfs/extgstate.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#extgstate-text	extgstate-text; file=pdfs/extgstate.pdf; type=text; rounds=1	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#f1040	f1040; file=pdfs/f1040.pdf; type=load; rounds=1; linked	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#f1040_2022.pdf	f1040_2022.pdf; file=pdfs/f1040_2022.pdf; type=other; linked	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#f1040-annotations	f1040-annotations; file=pdfs/f1040.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#f1040-forms	f1040-forms; file=pdfs/f1040.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#file_url_link	file_url_link; file=pdfs/file_url_link.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#filled-background-range	filled-background-range; file=pdfs/filled-background.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#fips197	fips197; file=pdfs/fips197.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#firefox_logo	firefox_logo; file=pdfs/firefox_logo.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#fit11-talk	fit11-talk; file=pdfs/fit11-talk.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
